budget,genre,gross,name,rating,released,runtime,votes,winner
0,Crime,5484715,The Counterfeiters,R,4/18/08,98,38547,2
0,Action,18005198,Postal,R,10/18/07,100,20748,0
0,Drama,402820,Snow Angels,R,9/11/08,107,11384,0
20000000,Comedy,18882880,Georgia Rule,R,5/11/07,100,21482,0
100000000,Comedy,72006777,Fred Claus,PG,11/9/07,116,33861,0
0,Crime,971561,Cassandra's Dream,PG-13,1/18/08,108,46067,0
10000000,Drama,31339647,Daddy's Little Girls,PG-13,2/14/07,100,6254,0
0,Drama,62745,The Nines,R,11/30/07,100,30052,0
0,Drama,21471047,The Last Mimzy,PG,3/23/07,96,19523,0
0,Drama,3504875,Feast of Love,R,9/28/07,97,14779,0
0,Comedy,6610326,The Savages,R,2/1/08,114,33132,1
3800000,Action,48034,Sukiyaki Western Django,R,9/15/07,121,13379,0
28000000,Comedy,49631958,Are We Done Yet?,PG,4/4/07,92,16749,0
0,Action,10597734,Primeval,R,1/12/07,93,11611,0
16000000,Drama,3287315,Things We Lost in the Fire,R,10/19/07,118,25351,0
25000000,Adventure,969869,The Hunting Party,R,9/21/07,101,22857,0
20000000,Adventure,5701643,Mongol: The Rise of Genghis Khan,R,7/4/08,126,39640,0
16000000,Biography,9176787,A Mighty Heart,R,6/22/07,108,24917,0
20000000,Comedy,13349251,The Comebacks,PG-13,10/19/07,107,10302,0
20000000,Crime,1200234,Flawless,PG-13,3/28/08,108,20482,0
0,Drama,46011,XXY,UNRATED,5/2/08,86,11279,0
0,Drama,371446,Towelhead,R,9/26/08,116,10669,0
11000000,Crime,121994,Reservation Road,R,8/22/08,102,19672,0
0,Biography,4472823,Talk to Me,R,8/3/07,118,8730,0
0,Drama,106368,Boy A,R,9/4/08,102,34409,0
3750000,Drama,128092,Hounddog,R,1/22/07,100,5408,0
0,Comedy,9397,Smiley Face,R,1/16/08,85,14615,0
2600000,Horror,50000,Timber Falls,R,5/23/08,100,5236,0
15000000,Comedy,55184721,Why Did I Get Married?,PG-13,10/12/07,100,10288,0
13000000,Comedy,49121934,This Christmas,PG-13,11/21/07,100,7027,0
15000000,Drama,3525161,Blood and Chocolate,PG-13,1/26/07,100,15964,0
3500000,Comedy,3735303,Then She Found Me,R,5/9/08,100,8895,0
8000000,Action,223537,Battle in Seattle,R,5/7/08,99,13248,0
4000000,Drama,46474,Un verano para toda la vida,PG-13,11/2/07,105,10900,0
3500000,Horror,58669,Mother of Tears,R,2/10/10,102,7679,0
10000000,Crime,25775,The Air I Breathe,R,10/17/08,95,32130,0
0,Drama,13361,Descent,R,4/26/07,104,2682,0
0,Drama,12406646,Evening,PG-13,6/29/07,117,12115,0
35000000,Action,10977721,Dragon Wars: D-War,PG-13,9/14/07,107,22050,0
6000000,Comedy,712391,Rocket Science,R,9/28/07,101,12086,0
0,Comedy,12550605,I Think I Love My Wife,R,3/16/07,94,14233,0
0,Adventure,12589108,Under the Same Moon,PG-13,4/4/08,106,5838,0
26000000,Action,6877133,Redline,PG-13,4/13/07,100,8133,0
45000000,Adventure,8791738,The Seeker: The Dark Is Rising,PG,10/5/07,99,13682,0
10000000,Comedy,20342161,Reno 911!: Miami,R,2/23/07,100,24543,0
0,Comedy,1849,Alucinaciones,UNRATED,8/21/09,84,14453,0
0,Comedy,4432981,2 Days in Paris,R,8/31/07,96,27948,0
55000000,Drama,5755286,Lucky You,PG-13,5/4/07,124,18870,0
185000000,Action,534858444,The Dark Knight,PG-13,7/18/08,152,1839571,2
37000000,Drama,191465414,Twilight,PG-13,11/21/08,122,366772,0
85000000,Action,75754670,Hellboy II: The Golden Army,PG-13,7/11/08,120,221241,1
25000000,Comedy,48237389,The House Bunny,PG-13,8/22/08,97,68405,0
52000000,Comedy,144130063,Mamma Mia!,PG-13,7/18/08,108,157292,0
10000000,Horror,52597610,The Strangers,R,5/30/08,86,98780,0
92000000,Action,110515313,Tropic Thunder,R,8/13/08,107,327846,1
140000000,Action,318412101,Iron Man,PG-13,5/2/08,126,755866,1
25000000,Action,145000989,B˙squeda implacable,PG-13,1/30/09,93,509623,0
150000000,Drama,127509326,The Curious Case of Benjamin Button,PG-13,12/25/08,166,495968,2
18000000,Action,5694401,RocknRolla,R,10/31/08,114,207016,0
6000000,Drama,26236603,The Wrestler,R,1/30/09,109,263945,1
75000000,Action,134508551,Wanted,R,6/27/08,110,317547,1
15000000,Drama,141319928,Slumdog Millionaire,R,12/25/08,120,690202,2
180000000,Animation,223808164,WALL∑E,G,6/27/08,98,799707,0
150000000,Action,134518390,The Incredible Hulk,PG-13,6/13/08,112,350423,0
65000000,Comedy,152647258,Sex and the City,R,5/30/08,145,104063,0
0,Horror,5824,Eden Lake,R,10/16/09,91,63256,0
15000000,Comedy,7757130,In Bruges,R,2/29/08,107,328223,1
65000000,Comedy,100468793,Step Brothers,R,7/25/08,98,227558,0
33000000,Drama,148095302,Gran Torino,R,1/9/09,116,609483,0
35000000,Crime,81159365,21,PG-13,3/28/08,123,201705,0
12500000,Drama,9030581,The Boy in the Striped Pajamas,PG-13,11/26/08,94,149511,0
0,Action,104792,Bronson,R,3/13/09,92,97452,0
200000000,Action,168368427,Quantum of Solace,PG-13,11/14/08,106,353784,0
30000000,Comedy,63172463,Forgetting Sarah Marshall,R,4/18/08,111,230079,0
15000000,Drama,17017811,The Hurt Locker,R,7/31/09,131,359240,2
25000000,Action,80048433,Cloverfield,PG-13,1/18/08,85,319809,0
27000000,Action,87341380,Pineapple Express,R,8/6/08,111,272938,0
30000000,Comedy,76808654,27 Dresses,PG-13,1/18/08,111,133431,0
185000000,Action,317101119,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,5/22/08,122,358563,0
15500000,Drama,23216709,Vicky Cristina Barcelona,PG-13,8/15/08,96,212733,2
35000000,Drama,22911480,Revolutionary Road,R,1/23/09,119,162463,1
35000000,Action,7948159,Punisher: War Zone,R,12/5/08,103,52479,0
145000000,Action,102491776,The Mummy: Tomb of the Dragon Emperor,PG-13,8/1/08,112,128515,0
0,Comedy,2656324,Easy Virtue,PG-13,6/19/09,97,17579,0
150000000,Action,227946274,Hancock,PG-13,7/2/08,92,375055,0
70000000,Action,39394666,Body of Lies,R,10/10/08,128,185521,0
130000000,Animation,215434591,Kung Fu Panda,PG,6/6/08,92,339024,1
90000000,Adventure,71195053,The Spiderwick Chronicles,PG,2/14/08,96,74370,0
24000000,Comedy,31457946,Zack and Miri Make a Porno,R,10/31/08,101,156855,0
48000000,Comedy,64506874,The Happening,R,6/13/08,91,173949,0
75000000,Drama,83077833,Valkyrie,PG-13,12/25/08,121,197529,0
32000000,Drama,34194407,The Reader,R,1/30/09,124,202175,2
225000000,Action,141621490,The Chronicles of Narnia: Prince Caspian,PG,5/16/08,150,162829,0
50000000,Action,42754105,Rambo 4: Regreso al Infierno,R,1/25/08,92,189986,0
70000000,Action,70231041,Fool's Gold,PG-13,2/8/08,112,64098,0
80000000,Action,130319208,Get Smart,PG-13,6/20/08,110,176842,0
55000000,Drama,69951824,Seven Pounds,PG-13,12/19/08,123,249856,0
28000000,Comedy,67294270,Un par nada ejemplar,R,11/7/08,99,202096,0
85000000,Action,80172128,Jumper,PG-13,2/14/08,88,256451,0
4000000,Drama,2122065,Let the Right One In,R,12/12/08,115,183463,0
20000000,Action,24850922,Never Back Down,PG-13,3/14/08,110,85496,0
35000000,Biography,26814957,The Other Boleyn Girl,PG-13,2/29/08,115,89728,0
30000000,Action,10955425,Doomsday,R,3/14/08,113,65516,0
37000000,Comedy,60355347,Burn After Reading,R,9/12/08,96,264758,0
50000000,Action,160641,Outlander,R,4/1/10,115,66198,0
0,Comedy,31973840,"Definitely, Maybe",PG-13,2/14/08,112,135220,0
90000000,Action,100018837,You Don't Mess with the Zohan,PG-13,6/6/08,113,166095,0
55000000,Biography,35739802,Changeling,R,10/31/08,141,209863,1
20000000,Crime,30028592,The Bank Job,R,3/7/08,111,158842,0
35000000,Action,40689393,Max Payne,PG-13,10/17/08,100,112236,0
45000000,Action,101704370,Journey to the Center of the Earth,PG,7/11/08,93,93923,1
19000000,Adventure,8402485,Sex Drive,R,10/17/08,109,75976,0
40000000,Comedy,46012734,Made of Honor,PG-13,5/2/08,101,58284,0
45000000,Action,36316032,Death Race,R,8/22/08,105,176350,0
70000000,Comedy,97690976,Yes Man,PG-13,12/19/08,104,289261,0
20000000,Comedy,19780,Wild Child,PG-13,11/28/08,98,40439,0
150000000,Animation,114053579,Bolt,PG,11/21/08,96,158580,1
10800000,Horror,56746769,Saw V,R,10/24/08,92,95765,0
15000000,Comedy,6409528,The Rocker,PG-13,8/20/08,102,33768,0
20000000,Biography,31841299,Milk,R,1/30/09,128,145398,2
70000000,Action,22531698,Babylon A.D.,PG-13,8/29/08,101,85627,0
35000000,Comedy,80277646,What Happens in Vegas,PG-13,5/9/08,99,149018,0
34000000,Animation,15090400,Ponyo,G,8/14/09,101,94663,0
25100000,Biography,25534493,W.,PG-13,10/17/08,129,42504,0
105000000,Action,94784201,"10,000 BC",PG-13,3/7/08,109,114171,0
60000000,Comedy,143153751,Marley & Me,PG,12/25/08,100,125638,0
0,Biography,154084,Hunger,NOT RATED,9/10/10,96,56117,1
130000000,Adventure,49554002,Australia,PG-13,11/26/08,165,107593,1
120000000,Action,43945766,Speed Racer,PG,5/9/08,135,61086,0
0,Biography,13823741,The Duchess,PG-13,10/10/08,110,66399,2
60000000,Action,19781879,The Spirit,PG-13,12/25/08,103,55602,0
32000000,Action,28644813,Defiance,R,1/16/09,137,123415,1
16500000,Comedy,26902075,The Women,PG-13,9/12/08,114,17778,0
80000000,Action,101111837,Eagle Eye,PG-13,9/26/08,118,158402,0
12000000,Adventure,38087366,Harold & Kumar Escape from Guantanamo Bay,R,4/25/08,107,119141,0
21000000,Comedy,3081925,"Synecdoche, New York",R,11/21/08,124,63483,0
20000000,Drama,33422556,Doubt,PG-13,12/25/08,104,105844,1
35000000,Horror,30691439,Mirrors,R,8/15/08,110,91597,0
80000000,Drama,79366978,The Day the Earth Stood Still,PG-13,12/12/08,104,146633,0
85000000,Animation,154529439,Horton Hears a Who!,G,3/14/08,86,113151,0
17500000,Drama,58017783,Step Up 2: The Streets,PG-13,2/14/08,98,71816,0
20000000,Comedy,14190901,Disaster Movie,PG-13,8/29/08,87,78142,0
11000000,Comedy,90559416,High School Musical 3: Senior Year,G,10/24/08,112,47545,0
37000000,Adventure,48006503,Nim's Island,PG,4/4/08,96,29611,0
60000000,Adventure,17303424,El libro m·gico,PG,1/23/09,106,64411,0
150000000,Animation,180010950,Madagascar: Escape 2 Africa,PG,11/7/08,89,162026,0
55000000,Action,52075270,The Forbidden Kingdom,PG-13,4/18/08,104,92275,0
8000000,Horror,17432844,The Ruins,R,4/4/08,90,62603,0
30000000,Action,31715062,El transportador 3,PG-13,11/26/08,104,136246,0
20000000,Action,26415649,Street Kings,R,4/11/08,109,98463,0
55000000,Comedy,33472850,Semi-Pro,R,2/29/08,91,70423,0
30000000,Comedy,38233676,Meet the Spartans,PG-13,1/25/08,86,92856,0
40000000,Crime,72266306,Vantage Point,PG-13,2/22/08,90,132882,0
2900000,Crime,36756,Felon,R,7/17/08,104,68957,0
9000000,Comedy,31487293,Nick and Norah's Infinite Playlist,PG-13,10/3/08,90,78985,0
55000000,Adventure,7873007,City of Ember,PG,10/10/08,90,56120,0
80000000,Comedy,110101975,Bedtime Stories,PG,12/25/08,99,76733,0
12000000,Horror,31691811,Quarantine,R,10/10/08,89,61042,0
30000000,Crime,15709385,Pride and Glory,R,10/24/08,130,55020,0
20000000,Comedy,11169531,Be Kind Rewind,PG-13,2/22/08,102,82776,0
25000000,Drama,270659,Passengers,PG-13,10/24/08,93,29805,1
11000000,Drama,37766350,The Secret Life of Bees,PG-13,10/17/08,114,21142,0
20000000,Crime,20207003,Appaloosa,R,10/3/08,115,52814,0
0,Comedy,15542,Good Dick,R,10/3/08,86,6977,0
40000000,Biography,9589875,The Express,PG,10/10/08,130,17510,0
8000000,Comedy,12062558,Sunshine Cleaning,R,4/17/09,91,63616,0
22000000,Crime,39263506,Lakeview Terrace,PG-13,9/19/08,110,42915,0
25000000,Biography,18593156,Frost/Nixon,R,1/23/09,122,92248,1
11500000,Crime,3045,Nothing But the Truth,R,7/29/09,108,32290,0
20000000,Horror,43869350,Prom Night,PG-13,4/11/08,88,29352,0
14700000,Comedy,1585859,"New York, I Love You",R,10/16/09,103,41273,0
8000000,Horror,25926543,Shutter,PG-13,3/21/08,85,28640,0
25000000,Crime,4597760,Deception,R,4/25/08,107,34378,0
0,Biography,28635,The Edge of Love,R,6/20/08,110,14339,0
15000000,Horror,83361,The Midnight Meat Train,R,8/7/08,98,51337,0
60000000,Action,40081410,Righteous Kill,R,9/12/08,101,76498,0
35000000,Action,25871834,Superhero Movie,PG-13,3/28/08,75,55389,0
30000000,Drama,20981633,The X Files: I Want to Believe,PG-13,7/25/08,104,81648,0
6000000,Comedy,36497,"Surfer, Dude",R,9/5/08,100,7678,0
40000000,Comedy,19219250,My Best Friend's Girl,R,9/19/08,101,38869,0
27000000,Biography,2778752,How to Lose Friends & Alienate People,R,10/3/08,110,63297,0
8000000,Crime,108662,Pathology,R,4/11/08,95,28065,0
0,Action,2411071,Ghajini,Not specified,12/25/08,100,44436,0
20000000,Adventure,3519627,The Brothers Bloom,PG-13,6/19/09,114,43721,0
0,Drama,12796277,Rachel Getting Married,R,11/7/08,113,42934,1
0,Drama,39373,I Can't Think Straight,PG-13,11/1/08,82,6352,0
30000000,Drama,41850659,Nights in Rodanthe,PG-13,9/26/08,97,19478,0
0,Crime,1577639,Gomorrah,NOT RATED,4/10/09,137,40616,0
35000000,Crime,28687835,Untraceable,R,1/25/08,101,42864,0
0,Comedy,44087387,The Sisterhood of the Traveling Pants 2,PG-13,8/6/08,119,23813,0
12000000,Drama,3148482,Two Lovers,R,3/20/09,110,31508,0
20000000,Crime,200399,The Burning Plain,R,7/23/10,107,16366,0
0,Comedy,12081447,Soul Men,R,11/7/08,100,8179,0
0,Comedy,12294036,Miss Pettigrew Lives for a Day,PG-13,3/7/08,92,23423,0
0,Crime,17007,Killshot,R,9/4/09,95,19103,0
9000000,Comedy,27696,The Hottie & the Nottie,PG-13,2/21/08,91,34253,0
40000000,Comedy,32853640,Drillbit Taylor,PG-13,3/21/08,110,52554,0
25000000,Drama,3073392,Ceguera,R,10/3/08,121,62356,0
0,Comedy,237958,Chaos Theory,PG-13,10/16/08,87,29075,0
500000,Drama,33456317,Fireproof,PG,9/26/08,100,18256,0
0,Comedy,3494485,Happy-Go-Lucky,R,11/21/08,118,33585,1
8500000,Horror,140244,Repo! The Genetic Opera,R,11/20/08,98,21319,0
12000000,Biography,8195551,Cadillac Records,R,12/5/08,109,16677,0
1500000,Fantasy,3478,Pontypool,NOT RATED,9/18/09,93,24539,0
80000000,Comedy,120146040,Ni en tu casa ni en la mÌa,PG-13,11/26/08,88,52146,0
20000000,Comedy,13214030,Ghost Town,PG-13,9/19/08,102,63093,0
30000000,Comedy,60269340,Baby Mama,PG-13,4/25/08,100,36032,0
1200000,Drama,6319,Dream Boy,R,12/11/08,90,3250,0
58000000,Comedy,31199215,Leatherheads,PG-13,4/4/08,114,28721,0
10000000,Comedy,7563670,Over Her Dead Body,PG-13,2/1/08,95,22072,0
0,Action,627047,Red Cliff,R,12/4/09,150,39046,0
35000000,Biography,1731665,Che: Part One,NOT RATED,1/24/09,134,40064,0
40000000,Action,15279680,Bangkok Dangerous,R,9/5/08,99,50355,0
12000000,Horror,31418697,The Eye,PG-13,2/1/08,98,46394,0
62000000,Comedy,32235793,The Love Guru,PG-13,6/20/08,87,45014,0
3000000,Comedy,2926565,Choke,R,9/26/08,92,29460,0
8500000,Animation,35161554,Star Wars: The Clone Wars,PG,8/15/08,98,45749,0
15000000,Crime,2203641,Transsiberian,R,9/5/08,111,44948,0
25000000,Drama,10911750,Stop-Loss,R,3/28/08,112,18404,0
5000000,Crime,346286,The Merry Gentleman,R,12/4/09,110,2365,0
20000000,Drama,6414563,Brideshead Revisited,PG-13,8/15/08,100,10581,0
60000000,Adventure,11802056,Meet Dave,PG,7/11/08,90,33540,0
0,Drama,542860,Oorlogswinter,R,11/27/08,103,10819,0
5000000,Comedy,4040588,Bottle Shock,PG-13,9/5/08,110,13051,0
0,Drama,19853,Garden Party,NOT RATED,5/30/08,88,3113,1
10000000,Crime,3607,The Oxford Murders,R,7/2/10,104,24282,0
0,Drama,655647,The Stoning of Soraya M.,R,5/13/11,100,15433,0
22000000,Action,23530831,Traitor,PG-13,8/27/08,114,50958,0
21000000,Comedy,16284360,Swing Vote,PG-13,8/1/08,120,15740,0
10000000,Action,128486,The Good the Bad the Weird,R,7/17/08,120,28325,0
25000000,Comedy,1090947,What Just Happened,R,10/31/08,104,24511,0
0,Action,194287,Hell Ride,R,1/17/09,84,14535,0
27000000,Horror,26876529,One Missed Call,PG-13,1/4/08,87,27947,0
18000000,Crime,300000,The Informers,R,4/24/09,98,14783,0
1500000,Animation,2283276,Waltz with Bashir,R,7/15/09,90,48937,1
25000000,Animation,19528602,Igor,PG,9/19/08,87,20476,0
0,Comedy,1477650,Welcome to the Sticks,NOT RATED,2/27/08,106,33194,0
20000000,Adventure,6563357,Strange Wilderness,R,2/1/08,100,19380,0
60000000,Animation,50877145,The Tale of Despereaux,G,12/19/08,93,32512,0
0,Action,476270,The Baader Meinhof Complex,R,9/25/08,150,31532,1
0,Comedy,6537,Pretty Ugly People,R,4/12/08,99,1567,0
0,Comedy,41939392,Meet the Browns,PG-13,3/21/08,100,5913,0
25000000,Action,6820,Mutant Chronicles,R,1/8/10,111,24230,0
25000000,Drama,1186957,Me and Orson Welles,PG-13,12/18/09,114,9720,0
6000000,Comedy,2077116,The Wackness,R,8/1/08,99,28052,0
0,Drama,145109,Flame & Citron,NOT RATED,3/28/08,130,15298,0
0,Adventure,45588608,College Road Trip,G,3/7/08,83,13864,0
20000000,Adventure,94514402,Beverly Hills Chihuahua,PG,10/3/08,91,18775,0
3500000,Crime,27349,Surveillance,R,4/24/09,97,15448,0
0,Drama,630649,Forever Strong,PG-13,9/26/08,100,9361,0
5000000,Drama,13350177,The Haunting of Molly Hartley,PG-13,10/31/08,82,8232,0
0,Crime,18378,Donkey Punch,R,7/18/08,99,9738,0
0,Comedy,37931869,First Sunday,PG-13,1/11/08,100,8271,0
22000000,Comedy,20668843,Mad Money,PG-13,1/18/08,104,17753,0
35000000,Comedy,42436517,"Welcome Home, Roscoe Jenkins",PG-13,2/8/08,100,11439,0
0,Drama,3766595,The Class,PG-13,3/13/09,128,30748,1
8000000,Drama,3393161,Fireflies in the Garden,R,11/13/09,99,11269,0
45000000,Action,7916887,Miracle at St. Anna,R,9/26/08,160,16239,0
7000000,Drama,2344847,Redbelt,R,5/9/08,99,19183,0
10000000,Drama,17655201,Kit Kittredge: An American Girl,G,7/2/08,101,4988,0
13000000,Drama,3581642,Elegy,R,8/29/08,112,20231,0
0,Crime,13023,The Escapist,NOT RATED,6/20/08,102,15204,0
6500000,Comedy,4693919,College,R,8/29/08,100,11342,0
0,Action,551660,Mesrine Part 1: Killer Instinct,R,10/22/08,113,28237,0
0,Action,36569,The Red Baron,PG-13,4/10/08,106,10306,0
0,Drama,37019849,The Family That Preys,PG-13,9/12/08,100,6087,0
9000000,Comedy,4881867,Hamlet 2,R,8/27/08,92,15574,0
10000000,Action,580862,"War, Inc.",R,6/13/08,107,20411,0
130000000,Action,107509799,Watchmen,R,3/6/09,162,419061,0
237000000,Action,760507625,Avatar,PG-13,12/18/09,162,954412,2
75000000,Adventure,120540719,Inglourious Basterds,R,8/21/09,153,988686,2
150000000,Action,257730019,Star Trek,PG-13,5/8/09,127,532987,2
35000000,Comedy,277322503,The Hangover,R,6/5/09,100,622881,0
250000000,Adventure,301959197,Harry Potter and the Half-Blood Prince,PG,7/15/09,153,362271,1
40000000,Animation,21002919,Fantastic Mr. Fox,PG,11/25/09,87,154247,1
23600000,Adventure,75590286,Zombieland,R,10/2/09,88,419201,0
25000000,Drama,83823381,Up in the Air,R,12/23/09,109,283498,1
29000000,Biography,255959475,The Blind Side,PG-13,11/20/09,100,242741,2
19000000,Horror,65002019,Friday the 13th,R,2/13/09,97,80586,0
90000000,Action,209028679,Sherlock Holmes,PG-13,12/25/09,128,511547,1
200000000,Action,166112167,2012,PG-13,11/13/09,158,303766,0
60000000,Animation,75286229,Coraline,PG,2/6/09,100,161158,1
150000000,Action,179883157,X-Men Origins: Wolverine,PG-13,5/1/09,107,397838,0
175000000,Animation,293004164,Up,PG,5/29/09,96,743601,2
47000000,Drama,3600,Mr. Nobody,R,9/26/13,141,173190,0
11000000,Drama,3074838,Chloe,R,3/26/10,96,60262,0
0,Adventure,6532908,3 Idiots,PG-13,12/25/09,170,250762,0
7500000,Comedy,32391374,500 Days of Summer,PG-13,8/7/09,95,407875,0
200000000,Action,125322469,Terminator Salvation,PG-13,5/21/09,115,301842,0
5000000,Drama,5009677,Moon,R,7/10/09,97,283589,0
200000000,Action,402111870,Transformers: Revenge of the Fallen,PG-13,6/24/09,150,343549,1
2000000,Drama,20167424,The Secret in Their Eyes,R,5/21/10,129,149747,2
13000000,Drama,10095170,The Girl with the Dragon Tattoo,R,4/30/10,152,185107,2
30000000,Action,9353573,Dragonball: Evolution,PG,4/10/09,85,60877,0
0,Drama,110248,Dogtooth,UNRATED,11/11/09,94,53533,1
0,Horror,41596251,Orphan,R,7/24/09,123,157791,0
30000000,Sci-Fi,115646235,Sector 9,R,8/14/09,112,566581,0
150000000,Mystery,133375846,Angels & Demons,PG-13,5/15/09,138,232877,0
16000000,Comedy,16204793,Jennifer's Body,R,9/18/09,102,98187,0
11000000,Drama,397070,Anticristo,NOT RATED,3/18/11,108,96352,0
40000000,Comedy,163958031,The Proposal,PG-13,6/19/09,108,247443,0
25000000,Adventure,56692,The Road,R,12/18/09,111,191196,0
50000000,Crime,73343413,Law Abiding Citizen,R,10/16/09,109,232508,0
65000000,Action,67172594,Race to Witch Mountain,PG,3/13/09,98,46750,0
30000000,Drama,49200230,My Sister's Keeper,PG-13,6/26/09,109,79925,0
175000000,Action,152267519,G.I. Joe: The Rise of Cobra,PG-13,8/7/09,118,182662,0
15000000,Crime,32721635,The Last House on the Left,R,3/13/09,110,72961,0
85000000,Action,155064265,Fast & Furious,PG-13,4/3/09,107,223114,0
65000000,Drama,43818839,The Lovely Bones,PG-13,1/15/10,135,133076,1
40000000,Comedy,93953653,A Èl no le gustas tanto,PG-13,2/6/09,129,139962,0
0,Horror,181467,The Human Centipede (First Sequence),R,4/28/10,92,62034,0
33000000,Action,10330853,Pandorum,R,9/25/09,108,128906,0
100000000,Biography,97104620,Public Enemies,R,7/1/09,140,244316,0
20000000,Comedy,64167069,17 Again,PG-13,4/17/09,102,155399,0
7000000,Drama,9166863,A Single Man,R,2/5/10,99,92447,1
80000000,Action,38577772,Surrogates,PG-13,9/25/09,89,157149,0
50000000,Adventure,296623634,The Twilight Saga: New Moon,PG-13,11/20/09,130,232524,0
15000000,Horror,51545952,My Bloody Valentine,R,1/16/09,101,47784,0
105000000,Animation,104400899,The Princess and the Frog,G,12/11/09,97,97887,1
40000000,Adventure,7689607,The Imaginarium of Doctor Parnassus,PG-13,1/8/10,123,131731,1
40000000,Comedy,71440011,"I Love You, Man",R,3/20/09,105,174712,0
40000000,Action,13838130,Cirque du Freak: The Vampire's Assistant,PG-13,10/23/09,100,37859,0
0,Drama,28573173,The Uninvited,PG-13,1/30/09,87,66806,1
0,Drama,336467,Enter the Void,NOT RATED,5/5/10,161,51942,0
35000000,Biography,11001272,The Young Victoria,PG,1/8/10,100,49189,2
26000000,Drama,28501651,Brothers,R,12/4/09,105,94974,0
900000,Horror,100659,The House of the Devil,R,5/4/12,95,33194,0
15000000,Horror,33392973,Halloween II,R,8/28/09,105,39233,0
0,Adventure,17546,Valhalla Rising,NOT RATED,3/31/10,93,47214,0
38000000,Comedy,88915214,The Ugly Truth,R,7/24/09,96,175985,0
60000000,Adventure,43337279,Year One,PG-13,6/19/09,97,80204,0
20000000,Comedy,17231291,Fired Up!,PG-13,2/20/09,90,38879,0
40000000,Biography,94125426,Julie & Julia,PG-13,8/7/09,118,86198,1
30000000,Animation,31743332,9,PG-13,9/9/09,79,117268,1
40000000,Horror,66477700,The Final Destination,R,8/28/09,82,81274,0
20000000,Biography,36842118,Notorious,R,1/16/09,122,34791,1
80000000,Drama,19664021,Nine,PG-13,12/25/09,118,39041,1
5000000,Action,547292,Mother,R,5/28/09,129,31822,1
8500000,Biography,4444637,Bright Star,PG,10/9/09,119,22535,1
38000000,Action,31806100,Push,PG-13,2/6/09,111,95423,0
75000000,Comedy,51855045,Funny People,R,7/31/09,146,104307,0
10000000,Drama,47395661,Precious,R,11/20/09,110,93354,0
11000000,Horror,27669413,El juego del miedo VI,R,10/23/09,90,83129,0
0,Drama,12574715,An Education,PG-13,2/5/10,100,117159,1
50000000,Action,20488579,Gamer,R,9/4/09,95,118535,0
30000000,Comedy,58715510,Bride Wars,PG,1/9/09,89,86156,0
60000000,Comedy,109205660,Couples Retreat,PG-13,10/9/09,113,87743,0
30000000,Horror,42100625,Drag Me to Hell,PG-13,5/29/09,99,166655,0
50000000,Comedy,7994115,Pirate Radio,R,11/13/09,135,95825,0
26000000,Drama,16999046,Splice: experimento mortal,R,6/4/10,104,83205,0
35000000,Action,45802315,Underworld: Rise of the Lycans,R,1/23/09,92,132542,0
20000000,Action,30101577,La hermandad,R,1/8/10,98,110514,0
175000000,Animation,198351526,Monsters vs. Aliens,PG,3/27/09,94,123919,0
26000000,Action,20819129,Paul Blart: Mall Cop,PG,1/16/09,91,89303,0
100000000,Action,65452312,The Taking of Pelham 123,R,6/12/09,106,160641,0
39000000,Drama,63414846,The Time Traveler's Wife,PG-13,8/14/09,107,122959,0
50000000,Drama,79957634,Knowing,PG-13,3/20/09,121,197063,0
7000000,Comedy,9190525,A Serious Man,R,11/6/09,106,110208,1
100000000,Animation,124870275,Cloudy with a Chance of Meatballs,PG,9/18/09,90,167156,0
25000000,Comedy,32416109,The Men Who Stare at Goats,R,11/6/09,94,114722,0
6000000,Comedy,4542775,Miss March,R,3/13/09,90,19111,0
0,Comedy,16025394,Adventureland,R,4/3/09,100,139072,0
16000000,Drama,15045676,The Box,PG-13,11/6/09,115,80381,2
6000000,Horror,7706394,The Collector,R,7/31/09,90,47291,1
60000000,Biography,37491364,Invictus,PG-13,12/11/09,134,132427,1
0,Crime,29062561,The Stepfather,PG-13,10/16/09,101,25186,0
150000000,Adventure,177243721,Night at the Museum: Battle of the Smithsonian,PG,5/22/09,105,143636,0
100000000,Adventure,49438370,Land of the Lost,PG-13,6/5/09,102,54864,0
26000000,Horror,13248477,Case 39,R,10/1/10,109,65254,0
85000000,Comedy,112735375,It's Complicated,R,12/25/09,100,74245,0
100000000,Adventure,77233467,Donde viven los monstruos,PG,10/16/09,101,91833,0
20000000,Action,13630226,Crank: High Voltage,R,4/17/09,96,121567,0
7000000,Drama,39462438,Crazy Heart,R,2/5/10,112,73161,2
16000000,Drama,42670410,The Unborn,PG-13,1/9/09,88,44283,0
35000000,Comedy,73034460,Hotel para perros,PG,1/16/09,100,17784,0
30000000,Comedy,79566871,Hannah Montana: The Movie,G,4/10/09,102,34118,0
0,Crime,9081782,The Girl Who Played with Fire,R,8/27/10,129,78771,0
70000000,Adventure,617840,Agora,R,9/10/10,127,56850,0
20000000,Drama,68261644,Obsessed,PG-13,4/24/09,108,24499,0
0,Drama,37017955,State of Play,PG-13,4/17/09,127,118835,0
0,Comedy,249590,Spread,R,9/25/09,97,34153,0
42000000,Comedy,60054530,Br¸no,R,7/10/09,81,125840,0
10000000,Mystery,25464480,The Fourth Kind,PG-13,11/6/09,98,66304,0
